name,type,episodes,mal_id
Dorohedoro,TV,12,38668
Durarara!!x2 Ketsu,TV,12,27833
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,Movie,4,36369
BanG Dream! Movie: Episode of Roselia - II: Song I Am.,Movie,1,41781
Fate/stay night: Unlimited Blade Works Prologue,Special,1,27821
Glass no Kamen (2005),TV,51,1974
Golden Boy,OVA,6,268
Gosick,TV,24,8425
Hanada Shounen-shi,TV,25,2004
Tonikaku Kawaii: SNS,OVA,1,44931
xxxHOLiC Shunmuki,OVA,2,4918
Karakai Jouzu no Takagi-san 2,TV,12,38993
"Komi-san wa, Comyushou desu. 2nd Season",TV,12,50631
Mairimashita! Iruma-kun 2nd Season,TV,21,41402
Meitantei Conan Movie 25: Halloween no Hanayome,Movie,1,49320
Omoide no Marnie,Movie,1,21557
Paprika,Movie,1,1943
Persona 3 the Movie 4: Winter of Rebirth,Movie,1,31149
Kill la Kill,TV,24,18679
Lovely★Complex,TV,24,2034
Meitantei Conan Movie 03: Seikimatsu no Majutsushi,Movie,1,781
Meitantei Conan Movie 04: Hitomi no Naka no Ansatsusha,Movie,1,1363
Meitantei Conan Movie 10: Tantei-tachi no Requiem,Movie,1,1506
Shen Yin Wangzuo 2nd Season,ONA,78,52684
Akatsuki no Yona,TV,24,25013
BanG Dream! 3rd Season,TV,13,37870
Black Clover: Mahou Tei no Ken,Movie,1,48585
Black Lagoon,TV,12,889
Dennou Coil,TV,26,2164
FLCL,OVA,6,227
Wu Liuqi: Anying Suming,ONA,10,54029
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,OVA,1,33161
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,TV,13,51180
SK∞,TV,12,42923
Slayers Next,TV,26,535
Summer Wars,Movie,1,5681
Juuni Kokuki,TV,45,153
Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,Movie,1,3783
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,OVA,1,34626
Luo Xiao Hei Zhan Ji (Movie),Movie,1,40211
Saiunkoku Monogatari 2nd Season,TV,39,1914
"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",TV,25,52347
Azumanga Daiou The Animation,TV,26,66
Black Lagoon: Roberta's Blood Trail,OVA,5,4901
Boku no Hero Academia 3rd Season,TV,25,36456
Full Metal Panic? Fumoffu,TV,12,72
Ginga Nagareboshi Gin,TV,21,589
Haikyuu!! Movie 1: Owari to Hajimari,Movie,1,29755
Baby Steps 2nd Season,TV,25,27663
D.Gray-man,TV,103,1482
Toaru Kagaku no Railgun S,TV,24,16049
Tokyo Magnitude 8.0,TV,11,6211
Tsumiki no Ie,Movie,1,5365
Kidou Senshi Gundam: Dai 08 MS Shoutai,OVA,12,81
Kimi ni Todoke,TV,25,6045
Magi: The Labyrinth of Magic,TV,25,14513
Meitantei Conan Movie 15: Chinmoku no Quarter,Movie,1,9963
Omae Umasou da na,Movie,1,9204
Pui Pui Molcar,TV,12,44235
Romantic Killer,ONA,12,52865
Shadows House 2nd Season,TV,12,49782
Kaichou wa Maid-sama!,TV,26,7054
Kara no Kyoukai Movie: Mirai Fukuin,Movie,1,14807
ef: A Tale of Melodies.,TV,12,4789
Evangelion Movie 1: Jo,Movie,1,2759
Eve no Jikan,ONA,6,3167
Fullmetal Alchemist: Brotherhood Specials,Special,4,6421
Hanma Baki: Son of Ogre 2nd Season,ONA,27,51318
Hibike! Euphonium,TV,13,27989
Hyouge Mono,TV,39,9996
Touch,TV,101,1065
Tunshi Xingkong 2nd Season,ONA,26,49571
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,TV,13,14813
Zombieland Saga Revenge,TV,12,40174
Shokugeki no Souma: San no Sara,TV,12,35788
Wolf's Rain OVA,OVA,4,1023
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,Movie,1,34376
Kami nomi zo Shiru Sekai: Megami-hen,TV,12,16706
Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,OVA,6,82
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,OVA,1,2448
Naruto,TV,220,20
Niehime to Kemono no Ou,TV,24,46422
5-toubun no Hanayome∽,Special,2,54915
Aria the OVA: Arietta,OVA,1,2563
Clannad,TV,23,2167
Hachimitsu to Clover,TV,24,16
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,TV,14,39468
Atarashii Joushi wa Do Tennen,TV,12,55310
Bungou Stray Dogs Wan!,TV,12,42250
Douluo Dalu II: Jueshi Tangmen,ONA,52,51836
Doupo Cangqiong 4th Season,ONA,24,44412
Durarara!!x2 Shou,TV,12,23199
xxxHOLiC,TV,24,861
Kakushigoto,TV,12,40716
Kidou Keisatsu Patlabor 2 the Movie,Movie,1,1096
Kimi ni Todoke 2nd Season,TV,12,9656
Saint Seiya: The Lost Canvas - Meiou Shinwa,OVA,13,6171
School Rumble Ni Gakki,TV,26,846
Koukaku Kidoutai 2.0,Movie,1,4672
Maoujou de Oyasumi,TV,12,40397
Ookiku Furikabutte: Natsu no Taikai-hen,TV,13,7720
Quanzhi Gaoshou: Dianfeng Rongyao,Movie,1,40080
ReLIFE,TV,13,30015
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,OVA,2,401
Akagami no Shirayuki-hime 2nd Season,TV,12,31173
Aria the Benedizione,Movie,1,48411
Code Geass: Hangyaku no Lelouch III - Oudou,Movie,1,34440
Dragon Ball,TV,153,223
Durarara!!x2 Ten,TV,12,27831
Eve no Jikan (Movie),Movie,1,7465
Haibane Renmei,TV,13,387
IDOLiSH7 Vibrato,ONA,8,36963
Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,Movie,1,42916
Yofukashi no Uta,TV,13,50346
Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,Special,1,35382
Tate no Yuusha no Nariagari,TV,25,35790
Tennis no Oujisama: Zenkoku Taikai-hen - Final,OVA,7,4053
Working!!!,TV,13,25879
Youjo Senki,TV,12,32615
Mahou Shoujo Lyrical Nanoha A's,TV,13,77
Major Movie: Yuujou no Winning Shot,Movie,1,5029
Nagi no Asu kara,TV,26,16067
Boku no Hero Academia the Movie 2: Heroes:Rising,Movie,1,39565
High Score Girl II,TV,9,39570
High Score Girl: Extra Stage,OVA,3,38422
Hokuto no Ken,TV,109,967
Hug tto! Precure,TV,49,36593
Aria the Origination: Sono Choppiri Himitsu no Basho ni...,Special,1,4772
Bishoujo Senshi Sailor Moon: Sailor Stars,TV,34,996
Dungeon Meshi,TV,24,52701
Girls & Panzer: Saishuushou Part 1,Movie,1,33970
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,TV,12,36949
Takarajima,TV,26,2618
Kanon (2006),TV,24,1530
Kobato.,TV,24,5678
Kurenai no Buta,Movie,1,416
Noragami,TV,12,20507
Sakasama no Patema,Movie,1,12477
Kidou Senshi Gundam Thunderbolt,ONA,4,31973
Kidou Senshi Gundam Thunderbolt: December Sky,Movie,1,33221
Kidou Senshi Gundam: Suisei no Majo Season 2,TV,12,53199
Kindaichi Shounen no Jikenbo,TV,148,2076
Kobayashi-san Chi no Maid Dragon,TV,13,33206
Love Live! Superstar!!,TV,12,41169
Macross F Movie 2: Sayonara no Tsubasa,Movie,1,7222
Macross: Do You Remember Love?,Movie,1,1089
Mawaru Penguindrum,TV,24,10721
Non Non Biyori,TV,12,17549
Nurarihyon no Mago: Sennen Makyou,TV,24,10049
Bleach,TV,366,269
Fate/Grand Order: Zettai Majuu Sensen Babylonia,TV,21,38084
Full Moon wo Sagashite,TV,52,122
Heartcatch Precure!,TV,49,7645
Hikaru no Go: Hokuto Hai e no Michi,Special,1,645
Tekkon Kinkreet,Movie,1,2154
Wotaku ni Koi wa Muzukashii OVA,OVA,3,38349
Tokyo Revengers,TV,24,42249
Usagi Drop Specials,Special,4,11113
Vampire Hunter D (2000),Movie,1,543
Wotaku ni Koi wa Muzukashii,TV,11,35968
xxxHOLiC Movie: Manatsu no Yoru no Yume,Movie,1,793
Yowamushi Pedal,TV,38,18179
Kaleido Star,TV,51,427
Kono Oto Tomare!,TV,13,38080
One Piece Film: Strong World Episode 0,OVA,1,8740
Osomatsu-san,TV,25,31174
Phantom: Requiem for the Phantom,TV,26,5682
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",Special,1,4059
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,Movie,1,34100
Gake no Ue no Ponyo,Movie,1,2890
Hidamari Sketch x Honeycomb,TV,12,11239
BanG Dream! Movie: Poppin' Dream!,Movie,1,41782
Bungou Stray Dogs: Dead Apple,Movie,1,34944
Full Metal Panic! The Second Raid,TV,13,73
Gensou Mangekyou: The Memories of Phantasm,OVA,18,55315
Gochuumon wa Usagi desu ka? Bloom,TV,12,38337
Hanamonogatari,Special,5,21855
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,TV,26,658
Kimi to Boku. 2,TV,13,11739
Kokoro Connect: Michi Random,Special,4,16001
Love Live! The School Idol Movie,Movie,1,24997
Nekomonogatari: Kuro,Special,4,15689
Overlord III,TV,13,37675
Kidou Senshi Zeta Gundam,TV,50,85
Kingdom,TV,38,12031
Kuuchuu Buranko,TV,11,6774
Log Horizon,TV,25,17265
Meitantei Conan OVA 09: 10-nengo no Stranger,OVA,1,6438
Overlord,TV,13,29803
Plastic Memories,TV,13,27775
Promare,Movie,1,35848
BanG Dream! Film Live 2nd Stage,Movie,1,41462
City Hunter,TV,51,1470
Code Geass: Fukkatsu no Lelouch,Movie,1,34437
Darker than Black: Kuro no Keiyakusha Gaiden,Special,4,7338
Eyeshield 21,TV,145,15
Ginga Sengoku Gunyuuden Rai,TV,52,3907
Tamako Love Story,Movie,1,21647
Trigun: Badlands Rumble,Movie,1,4106
Yakitate!! Japan,TV,69,28
Yi Nian Yong Heng: Chuan Cheng Pian,ONA,54,49574
Yuru Yuri San☆Hai!,TV,12,30279
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,Movie,1,23777
Shirokuma Cafe,TV,50,12815
SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,OVA,1,16395
Vanitas no Karte,TV,12,48580
Yuri!!! on Ice,TV,12,32995
Yuzuki-san Chi no Yonkyoudai.,TV,12,55153
Zetsuen no Tempest,TV,24,14075
Lupin III (2015),TV,24,27947
Ore Monogatari!!,TV,24,28297
Bishoujo Senshi Sailor Moon S,TV,38,532
Date A Live II: Kurumi Star Festival,OVA,1,22961
Densetsu Kyojin Ideon: Hatsudou-hen,Movie,1,2761
Ergo Proxy,TV,23,790
Final Fantasy VII: Advent Children Complete,OVA,1,2952
Gakuen Babysitters,TV,12,35222
Hanasaku Iroha,TV,26,9289
Hidamari Sketch x ☆☆☆,TV,12,7062
Ie Naki Ko Remy,TV,23,2829
Initial D Third Stage,Movie,1,187
Aria the Avvenire,Special,3,29893
Berserk: Ougon Jidai-hen - Memorial Edition,TV,13,52976
Drifters,TV,12,31339
Jormungand: Perfect Order,TV,12,13331
Summer Ghost,Movie,1,48171
Undead Girl Murder Farce,TV,13,54790
Ushio to Tora (TV) 2nd Season,TV,13,31098
Yagate Kimi ni Naru,TV,13,37786
Zoku Sayonara Zetsubou Sensei,TV,13,3228
Karigurashi no Arrietty,Movie,1,7711
Les Misérables: Shoujo Cosette,TV,52,1695
Macross,TV,36,1088
Macross F,TV,25,3572
"Natsu e no Tunnel, Sayonara no Deguchi",Movie,1,50593
Sakigake!! Cromartie Koukou,TV,26,114
School Rumble,TV,26,24
Kidou Senshi Gundam: Suisei no Majo,TV,12,49828
"Komi-san wa, Comyushou desu.",TV,12,48926
Kotonoha no Niwa,Movie,1,16782
Mahoutsukai no Yome Season 2 Part 2,TV,12,55742
Megalo Box,TV,13,36563
Meitantei Conan Movie 02: 14-banme no Target,Movie,1,780
One Piece Film: Gold,Movie,1,31490
Ookiku Furikabutte,TV,25,2159
Quanzhi Gaoshou 2,ONA,12,37932
Saiunkoku Monogatari,TV,39,957
Shijou Saikyou no Deshi Kenichi OVA,OVA,11,11813
Boku no Hero Academia 4th Season,TV,25,38408
Code Geass: Hangyaku no Lelouch I - Koudou,Movie,1,34438
Death Billiards,Movie,1,14353
ef: A Tale of Memories.,TV,12,2924
Free! Eternal Summer: Kindan no All Hard!,Special,1,26213
Golden Kamuy,TV,12,36028
Higurashi no Naku Koro ni,TV,26,934
Hoozuki no Reitetsu 2nd Season,TV,13,35075
Jigoku Shoujo Futakomori,TV,26,1594
JoJo no Kimyou na Bouken (TV),TV,26,14719
Shingeki no Kyojin OVA,OVA,3,18397
Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,Movie,1,36702
Space☆Dandy,TV,13,20057
Tennis no Oujisama: Zenkoku Taikai-hen,OVA,13,995
Tennis no Oujisama: Zenkoku Taikai-hen - Semifinal,OVA,6,2752
Tunshi Xingkong,ONA,26,44218
Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,Movie,1,38850
Terra e... (TV),TV,24,2158
Tonikaku Kawaii,TV,12,41389
Zan Sayonara Zetsubou Sensei,TV,13,6377
Kami nomi zo Shiru Sekai II,TV,12,10080
Kidou Senshi Gundam: Suisei no Majo - Prologue,Special,1,52168
Machikado Mazoku: 2-choume,TV,12,42745
Mahou Shoujo Lyrical Nanoha: The Movie 1st,Movie,1,4985
Musekinin Kanchou Tylor,TV,26,569
Ojamajo Doremi Na-i-sho,OVA,13,1376
Osomatsu-san Movie,Movie,1,38201
Quanzhi Gaoshou,ONA,12,33926
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,Movie,1,12113
Boku no Hero Academia,TV,13,31964
Carnival Phantasm,OVA,12,10012
Cool Doji Danshi,TV,24,51680
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,Movie,1,2450
Douluo Dalu,ONA,26,37150
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,Movie,1,3014
Carole & Tuesday,TV,24,37435
Cike Wu Liuqi,ONA,10,38409
High☆Speed! Movie: Free! Starting Days,Movie,1,30415
Hoozuki no Reitetsu 2nd Season: Sono Ni,TV,13,37029
Ie Naki Ko,TV,51,2828
InuYasha,TV,167,249
Top wo Nerae! Gunbuster,OVA,6,949
Uma Musume: Pretty Derby - Road to the Top,ONA,4,51761
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,TV,12,35507
K-On!,TV,13,5680
Lupin the IIIrd: Chikemuri no Ishikawa Goemon,Movie,1,34021
Magic Kaito 1412,TV,24,25517
Meitantei Conan Movie 01: Tokei Jikake no Matenrou,Movie,1,779
Meitantei Conan Movie 22: Zero no Shikkounin,Movie,1,35798
Meitantei Conan Movie 23: Konjou no Fist,Movie,1,38770
New Initial D Movie: Legend 3 - Mugen,Movie,1,30952
Non Non Biyori Repeat: Hotaru ga Tanoshinda,OVA,1,32547
One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,Special,1,36215
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,OVA,1,6007
Paradise Kiss,TV,12,322
Sekaiichi Hatsukoi OVA,OVA,2,8063
K-On!!: Keikaku!,Special,1,9734
Lupin III vs. Meitantei Conan: The Movie,Movie,1,18429
Noragami Aragoto OVA,OVA,2,30885
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,Special,1,25161
Oniisama e...,TV,39,795
Sayonara Zetsubou Sensei,TV,12,2605
Seitokai Yakuindomo* OVA,OVA,10,26123
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,Movie,1,20371
5-toubun no Hanayome Movie,Movie,1,48548
Beelzebub,TV,60,9513
Durarara!! Specials,Special,2,8408
Go! Princess Precure,TV,50,28669
Tennis no Oujisama,TV,178,22
Tiger & Bunny,TV,25,9941
Tokyo Revengers: Tenjiku-hen,TV,13,54918
Umibe no Étranger,Movie,1,40615
Urusei Yatsura 2: Beautiful Dreamer,Movie,1,1921
Yuru Yuri Nachuyachumi!,OVA,1,23225
Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,TV,12,54112
Soul Eater,TV,51,3588
Trigun Stampede,TV,12,52093
Wan Sheng Jie,ONA,12,41611
Yume-iro Pâtissière,TV,50,6586
Yuusha-Ou GaoGaiGar,TV,49,890
K-On!: Live House!,Special,1,6862
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,OVA,1,429
Magi: Sinbad no Bouken (TV),TV,13,31741
Seihou Bukyou Outlaw Star,TV,24,400
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,Movie,1,15039
Dance Dance Danseur,TV,11,48702
Dark Gathering,TV,25,52505
Hanasaku Iroha Movie: Home Sweet Home,Movie,1,14175
Hoozuki no Reitetsu OVA,OVA,4,24471
Jibaku Shounen Hanako-kun,TV,12,39534
91 Days,TV,12,32998
Capeta,TV,52,388
Doraemon (1979),TV,1787,2471
Gekkan Shoujo Nozaki-kun,TV,12,23289
Grisaia no Meikyuu: Caprice no Mayu 0,Special,1,29093
Haikyuu!! Riku vs. Kuu,OVA,2,40262
Hibike! Euphonium Movie 2: Todoketai Melody,Movie,1,35082
Hidamari Sketch x 365,TV,13,3604
Id:Invaded,TV,13,40046
Suzumiya Haruhi no Yuuutsu,TV,14,849
Uchouten Kazoku,TV,13,17909
Yi Nian Yong Heng,ONA,52,41923
Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,TV,12,54714
Kono Subarashii Sekai ni Shukufuku wo! Kono Subarashii Choker ni Shukufuku wo!,OVA,1,32380
Michiko to Hatchin,TV,22,4087
Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,Special,1,50360
One Piece Film: Red,Movie,1,50410
Sekaiichi Hatsukoi 2,TV,12,11123
Kara no Kyoukai Movie 4: Garan no Dou,Movie,1,4280
Kidou Senshi Gundam: Senkou no Hathaway,Movie,1,37765
Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,Movie,1,32871
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,TV,12,50739
Owarimonogatari 2nd Season Recaps,Special,2,36796
Planetarian: Hoshi no Hito,Movie,1,33190
Seitokai Yakuindomo Movie,Movie,1,34504
Seto no Hanayome OVA,OVA,2,4163
Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,Movie,1,24921
Beastars,TV,12,39195
Break Blade Movie 4: Sanka no Chi,Movie,1,9465
Danshi Koukousei no Nichijou Specials,Special,6,12893
Gungrave,TV,26,267
Haikyuu!! (OVA),OVA,10,40372
Hibike! Euphonium: Ensemble Contest-hen,Movie,1,51995
Igano Kabamaru,TV,24,2762
Shingeki no Kyojin: Lost Girls,OVA,3,36106
Somali to Mori no Kamisama,TV,12,39575
Tamayura: Sotsugyou Shashin Part 3 - Akogare,Movie,1,29830
Tanaka-kun wa Itsumo Kedaruge,TV,12,32093
Tasogare Otome x Amnesia,TV,12,12445
Tentai Senshi Sunred 2nd Season,TV,26,6582
Wan Sheng Jie 2,ONA,12,42640
Working'!!,TV,13,10521
Yuru Yuri♪♪,TV,12,12403
Slayers Try,TV,26,1172
Undead Unluck,TV,24,52741
Wu Shan Wu Xing (2020),ONA,3,37936
Yamada-kun to Lv999 no Koi wo Suru,TV,13,53126
Kokoro ga Sakebitagatterunda.,Movie,1,28725
Little Witch Academia (TV),TV,25,33489
Lupin III: The First,Movie,1,40082
Lupin the IIIrd: Jigen Daisuke no Bohyou,Movie,1,23293
Mairimashita! Iruma-kun 3rd Season,TV,21,49784
Meitantei Conan Movie 08: Ginyoku no Time Travel Recap,Special,1,7304
New Initial D Movie: Legend 2 - Tousou,Movie,1,28881
Ojamajo Doremi Dokkaan!,TV,51,353
Shen Yin Wangzuo,ONA,26,51335
Akachan to Boku,TV,35,1485
Bungou Stray Dogs,TV,12,31478
Eikoku Koi Monogatari Emma: Molders-hen,TV,12,2035
Enen no Shouboutai: Ni no Shou,TV,24,40956
Goku Sayonara Zetsubou Sensei,OVA,3,4872
Jungle wa Itsumo Hare nochi Guu,TV,26,253
Aggressive Retsuko (ONA) 3rd Season,ONA,10,40215
Baby Steps,TV,25,21185
Blue Period,TV,12,46352
Break Blade Movie 5: Shisen no Hate,Movie,1,9724
City Hunter 3,TV,13,1472
Flanders no Inu (Movie),Movie,1,2623
Ginga Tetsudou 999,TV,113,1491
Hidamari Sketch x ☆☆☆ Specials,Special,2,9563
Inu-Ou,Movie,1,39938
InuYasha Movie 3: Tenka Hadou no Ken,Movie,1,451
Isekai Ojisan,TV,13,49220
Jormungand,TV,12,12413
Tomo-chan wa Onnanoko!,TV,13,52305
Wan Sheng Jie 3,ONA,12,49587
Wolf's Rain,TV,26,202
Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu,Special,1,49893
Kochira Katsushikaku Kameari Kouenmae Hashutsujo,TV,373,3545
Kuroko no Basket: Tip Off,Special,1,16916
Little Witch Academia,Movie,1,14349
Lucky☆Star: Original na Visual to Animation,OVA,1,4472
Magi: Sinbad no Bouken,OVA,5,22097
Mahoujin Guruguru (2017),TV,24,34745
Maria-sama ga Miteru 3rd,OVA,5,1729
Meitantei Conan Movie 07: Meikyuu no Crossroad,Movie,1,1366
Nodame Cantabile: Finale - Mine to Kiyora no Saikai,Special,1,8038
Shadows House,TV,13,43439
Last Exile,TV,26,97
Meitantei Conan Movie 09: Suihei Senjou no Strategy,Movie,1,1505
New Initial D Movie: Legend 1 - Kakusei,Movie,1,19613
Psycho-Pass 3: First Inspector,ONA,3,40858
Saint☆Oniisan (Movie),Movie,1,15771
Seikai no Senki II,TV,10,397
Akage no Anne,TV,50,283
Crayon Shin-chan,TV,,966
Digimon Adventure: Bokura no War Game!,Movie,1,2397
Emiya-san Chi no Kyou no Gohan,ONA,13,37033
Hirogaru Sky! Precure,TV,50,53716
Sonny Boy,TV,12,48849
Taishou Otome Otogibanashi,TV,12,45055
The Last: Naruto the Movie,Movie,1,16870
Tokyo Ghoul,TV,12,22319
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,Movie,1,34375
Shingeki no Kyojin Movie 1: Guren no Yumiya,Movie,1,23775
Xian Ni,ONA,76,55809
Yuuki Bakuhatsu Bang Bravern,TV,12,55528
Kekkai Sensen & Beyond,TV,12,34451
Meitantei Conan Movie 12: Senritsu no Full Score,Movie,1,4447
Migi to Dali,TV,13,50586
Mind Game,Movie,1,875
Princess Connect! Re:Dive Season 2,TV,12,42670
Saiyuuki Gaiden,OVA,3,9088
Shin Kidou Senki Gundam Wing: Endless Waltz Special,Movie,1,2273
Aria the Crepuscolo,Movie,1,41674
Beastars 2nd Season,TV,12,40935
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",Special,1,6351
Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,OVA,1,6768
Coquelicot-zaka kara,Movie,1,10029
Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,Special,1,985
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,OVA,7,2321
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,TV,12,31433
Gochuumon wa Usagi desu ka?? Dear My Sister,Movie,1,33280
Heike Monogatari,TV,11,49738
IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,Movie,2,54118
Innocence,Movie,1,468
Jungle wa Itsumo Hare nochi Guu Deluxe,OVA,6,254
Break Blade Movie 3: Kyoujin no Ato,Movie,1,9252
Date A Live IV,TV,12,41461
Digimon Adventure,TV,54,552
Edogawa Conan Shissou Jiken: Shijou Saiaku no Futsukakan,Special,1,21867
Free! Movie 5: The Final Stroke - Kouhen,Movie,1,48830
Gochuumon wa Usagi desu ka??,TV,12,29787
Hadashi no Gen,Movie,1,1824
"Haikyuu!! vs. ""Akaten""",OVA,1,35806
Hidamari Sketch x SP,Special,2,11237
Hoozuki no Reitetsu,TV,13,20431
Jin-Rou,Movie,1,570
Shingeki no Kyojin: Chronicle,Movie,1,42091
Tamayura: Sotsugyou Shashin Part 2 - Hibiki,Movie,1,29829
Turn A Gundam,TV,50,95
Watashi no Shiawase na Kekkon,TV,12,51552
Yuru Yuri Nachuyachumi!+,Special,2,30902
Yuuki Bakuhatsu Bang Bravern,TV,12,55528
Yuukoku no Moriarty OVA,OVA,2,49733
Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),Movie,1,3782
Kidou Senshi Gundam,TV,43,80
Lupin III: Part II,TV,155,1425
Lupin the Third: Mine Fujiko to Iu Onna,TV,13,13203
Magic Kaito,Special,12,8310
Seishun Buta Yarou wa Odekake Sister no Yume wo Minai,Movie,1,53129
Seitokai Yakuindomo Movie 2,Movie,1,40814
Kubikiri Cycle: Aoiro Savant to Zaregotozukai,OVA,8,33263
Kumichou Musume to Sewagakari,TV,12,49776
Love Live! School Idol Project 2nd Season,TV,13,19111
Lupin III vs. Meitantei Conan,Special,1,6115
Meitantei Conan Movie 24: Hiiro no Dangan,Movie,1,39764
Meitantei Conan OVA 10: Kid in Trap Island,OVA,1,8609
One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,Movie,1,464
Overlord II,TV,13,35073
Ranma ½,TV,161,210
Saenai Heroine no Sodatekata ♭,TV,11,30727
Saraiya Goyou,TV,12,7588
Sekaiichi Hatsukoi: Valentine-hen,Movie,1,20815
Akagami no Shirayuki-hime,TV,12,30123
Bishoujo Senshi Sailor Moon Crystal Season III,TV,13,31733
Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,OVA,1,35320
Fate/Grand Carnival,OVA,4,44248
Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,Movie,1,41497
Hibike! Euphonium Movie 3: Chikai no Finale,Movie,1,35678
High Score Girl,TV,12,21877
Texhnolyze,TV,22,26
Tsuki ga Michibiku Isekai Douchuu 2nd Season,TV,25,49889
Zan Sayonara Zetsubou Sensei Bangaichi,OVA,2,7044
Taiyou no Ko Esteban,TV,39,1279
There She Is!!,ONA,5,6505
Tonikaku Kawaii: Joshikou-hen,ONA,4,55651
Udon no Kuni no Kiniro Kemari,TV,12,32673
Urusei Yatsura (2022) 2nd Season,TV,23,54829
Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,Movie,1,32870
Kuroko no Basket: Last Game NG-shuu,Special,1,35658
Little Witch Academia: Mahoujikake no Parade,Movie,1,19489
Mahoutsukai no Yome Season 2,TV,12,52955
Mairimashita! Iruma-kun,TV,23,39196
Maria-sama ga Miteru 4th,TV,13,3750
Saint Seiya,TV,114,1254
Saint Seiya: Meiou Hades Meikai-hen,OVA,12,1253
Saiyuuki Reload: Burial,OVA,3,2143
Seitokai Yakuindomo OVA,OVA,8,10119
Shaman King,TV,64,154
Shiki Specials,Special,2,10083
Aishang Ta de Liyou Extra,ONA,1,58143
Change!! Getter Robo: Sekai Saigo no Hi,OVA,13,978
Charlotte,TV,13,28999
City Hunter '91,TV,13,1473
Colorful (Movie),Movie,1,8142
Devilman: Crybaby,ONA,10,35120
Free! Take Your Marks,Movie,1,35198
Gakuen Babysitters Special,Special,1,37959
Genshiken 2,TV,12,2508
Ghost Hunt,TV,25,1571
Gochuumon wa Usagi desu ka?? Sing for You,OVA,1,38333
Grisaia no Rakuen,TV,10,29095
Higashi no Eden,TV,11,5630
BanG Dream! Garupa☆Pico,ONA,26,37873
Bishoujo Senshi Sailor Moon,TV,46,530
Bishoujo Senshi Sailor Moon Eternal Movie 2,Movie,1,40429
Black Jack,OVA,12,1520
