name,type,episodes,mal_link
Hunter x Hunter Movie 2: The Last Mission,Movie,1,https://myanimelist.net/anime/19951/Hunter_x_Hunter_Movie_2__The_Last_Mission
Ihatov Gensou: Kenji no Haru,Movie,1,https://myanimelist.net/anime/1206/Ihatov_Gensou__Kenji_no_Haru
Solty Rei,TV,24,https://myanimelist.net/anime/152/Solty_Rei
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 2,Movie,3,https://myanimelist.net/anime/40109/Soukyuu_no_Fafner__Dead_Aggressor_-_The_Beyond_Part_2
Starmyu 2nd Season,TV,12,https://myanimelist.net/anime/33362/Starmyu_2nd_Season
Tanaka-kun wa Kyou mo Kedaruge,ONA,35,https://myanimelist.net/anime/33004/Tanaka-kun_wa_Kyou_mo_Kedaruge
Towa no Quon 1: Utakata no Kaben,Movie,1,https://myanimelist.net/anime/10294/Towa_no_Quon_1__Utakata_no_Kaben
True Tears,TV,13,https://myanimelist.net/anime/2129/True_Tears
Watashi ni Tenshi ga Maiorita! Special,Special,1,https://myanimelist.net/anime/38999/Watashi_ni_Tenshi_ga_Maiorita_Special
Xie Wang Zhui Qi: Yishi Qingcheng,ONA,12,https://myanimelist.net/anime/44221/Xie_Wang_Zhui_Qi__Yishi_Qingcheng
Yao Shen Ji,ONA,40,https://myanimelist.net/anime/35626/Yao_Shen_Ji
Shinryaku! Ika Musume Specials,Special,2,https://myanimelist.net/anime/9888/Shinryaku_Ika_Musume_Specials
Shounen Maid,TV,12,https://myanimelist.net/anime/32175/Shounen_Maid
Strawberry Panic,TV,26,https://myanimelist.net/anime/855/Strawberry_Panic
Tales of the Abyss,TV,26,https://myanimelist.net/anime/4884/Tales_of_the_Abyss
Tenchi Muyou! Ryououki 3rd Season,OVA,6,https://myanimelist.net/anime/541/Tenchi_Muyou_Ryououki_3rd_Season
The Sky Crawlers,Movie,1,https://myanimelist.net/anime/3089/The_Sky_Crawlers
Top Secret: The Revelation,TV,26,https://myanimelist.net/anime/3859/Top_Secret__The_Revelation
VS Knight Lamune & 40 Fire,TV,26,https://myanimelist.net/anime/2087/VS_Knight_Lamune___40_Fire
Watashi ni Tenshi ga Maiorita!,TV,12,https://myanimelist.net/anime/37993/Watashi_ni_Tenshi_ga_Maiorita
Xingchen Bian: Xingchen Yao Hai,ONA,12,https://myanimelist.net/anime/49386/Xingchen_Bian__Xingchen_Yao_Hai
Kannagi,TV,13,https://myanimelist.net/anime/3958/Kannagi
Kanojo to Kanojo no Neko,OVA,1,https://myanimelist.net/anime/1004/Kanojo_to_Kanojo_no_Neko
Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,Movie,1,https://myanimelist.net/anime/5710/Keroro_Gunsou_Movie_4__Gekishin_Dragon_Warriors_de_Arimasu
Kidou Keisatsu Patlabor,OVA,7,https://myanimelist.net/anime/1288/Kidou_Keisatsu_Patlabor
Kidou Senshi Gundam SEED Special Edition,Special,3,https://myanimelist.net/anime/2269/Kidou_Senshi_Gundam_SEED_Special_Edition
KimiKiss Pure Rouge,TV,24,https://myanimelist.net/anime/2927/KimiKiss_Pure_Rouge
Kirakira☆Precure A La Mode,TV,49,https://myanimelist.net/anime/34290/Kirakira☆Precure_A_La_Mode
"Kono Danshi, Ningyo Hiroimashita.",OVA,1,https://myanimelist.net/anime/15439/Kono_Danshi_Ningyo_Hiroimashita
Koukaku no Regios,TV,24,https://myanimelist.net/anime/4186/Koukaku_no_Regios
Koutetsujou no Kabaneri,TV,12,https://myanimelist.net/anime/28623/Koutetsujou_no_Kabaneri
Kuroko no Basket: Oshaberi Shiyokka,Special,1,https://myanimelist.net/anime/17259/Kuroko_no_Basket__Oshaberi_Shiyokka
Kyuuketsuki Sugu Shinu,TV,12,https://myanimelist.net/anime/41833/Kyuuketsuki_Sugu_Shinu
Legend of Basara,TV,13,https://myanimelist.net/anime/633/Legend_of_Basara
Meitantei Conan: Haibara Ai Monogatari - Kurogane no Mystery Train,Movie,1,https://myanimelist.net/anime/53780/Meitantei_Conan__Haibara_Ai_Monogatari_-_Kurogane_no_Mystery_Train
Motto To LOVE-Ru,TV,12,https://myanimelist.net/anime/9181/Motto_To_LOVE-Ru
Natsu no Arashi! Akinaichuu,TV,13,https://myanimelist.net/anime/6712/Natsu_no_Arashi_Akinaichuu
Nijiiro Days,TV,24,https://myanimelist.net/anime/31414/Nijiiro_Days
Pale Cocoon,OVA,1,https://myanimelist.net/anime/770/Pale_Cocoon
Rec,TV,9,https://myanimelist.net/anime/710/Rec
Rokka no Yuusha,TV,12,https://myanimelist.net/anime/28497/Rokka_no_Yuusha
Saber Marionette J to X,TV,26,https://myanimelist.net/anime/1231/Saber_Marionette_J_to_X
Sekirei: Pure Engagement,TV,13,https://myanimelist.net/anime/5277/Sekirei__Pure_Engagement
Shin Atashin'chi,TV,26,https://myanimelist.net/anime/30649/Shin_Atashinchi
Ahiru no Sora,TV,50,https://myanimelist.net/anime/37403/Ahiru_no_Sora
Bai Yao Pu 2nd Season,ONA,12,https://myanimelist.net/anime/44067/Bai_Yao_Pu_2nd_Season
Baka to Test to Shoukanjuu Specials,Special,6,https://myanimelist.net/anime/7870/Baka_to_Test_to_Shoukanjuu_Specials
Boku no Hero Academia: Hero Note,Special,1,https://myanimelist.net/anime/35262/Boku_no_Hero_Academia__Hero_Note
Bokutachi wa Benkyou ga Dekinai,TV,13,https://myanimelist.net/anime/38186/Bokutachi_wa_Benkyou_ga_Dekinai
Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru,OVA,1,https://myanimelist.net/anime/39819/Bokutachi_wa_Benkyou_ga_Dekinai__Nagisa_ni_Usemono_Arite_Senjin_wa_Enzen_to_X_Suru
Bosco Adventure,TV,26,https://myanimelist.net/anime/3460/Bosco_Adventure
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,Movie,1,https://myanimelist.net/anime/15199/Code_Geass__Boukoku_no_Akito_3_-_Kagayaku_Mono_Ten_yori_Otsu
Cyborg 009: The Cyborg Soldier,TV,50,https://myanimelist.net/anime/1678/Cyborg_009__The_Cyborg_Soldier
Da Li Si Rizhi 2nd Season,ONA,12,https://myanimelist.net/anime/50240/Da_Li_Si_Rizhi_2nd_Season
Digimon Adventure tri. 4: Soushitsu,Movie,1,https://myanimelist.net/anime/34299/Digimon_Adventure_tri_4__Soushitsu
Doraemon: 2112-nen Doraemon Tanjou,Movie,1,https://myanimelist.net/anime/2648/Doraemon__2112-nen_Doraemon_Tanjou
Dragon League,TV,39,https://myanimelist.net/anime/5197/Dragon_League
ef: A Tale of Memories. - Recollections,Special,1,https://myanimelist.net/anime/6783/ef__A_Tale_of_Memories_-_Recollections
GS Mikami,TV,45,https://myanimelist.net/anime/2400/GS_Mikami
Hatsukoi Limited.,TV,12,https://myanimelist.net/anime/5150/Hatsukoi_Limited
Hetalia: The World Twinkle Extra Disc,OVA,1,https://myanimelist.net/anime/31997/Hetalia__The_World_Twinkle_Extra_Disc
"High School DxD New: Oppai, Tsutsumimasu!",OVA,1,https://myanimelist.net/anime/30300/High_School_DxD_New__Oppai_Tsutsumimasu
High School DxD OVA,OVA,2,https://myanimelist.net/anime/12729/High_School_DxD_OVA
High School DxD Specials,Special,6,https://myanimelist.net/anime/13357/High_School_DxD_Specials
Hiyokoi,Special,1,https://myanimelist.net/anime/8768/Hiyokoi
Hunter x Hunter Movie 1: Phantom Rouge,Movie,1,https://myanimelist.net/anime/13271/Hunter_x_Hunter_Movie_1__Phantom_Rouge
Imawa no Kuni no Alice,OVA,3,https://myanimelist.net/anime/24781/Imawa_no_Kuni_no_Alice
A3! Season Autumn & Winter,TV,12,https://myanimelist.net/anime/40272/A3_Season_Autumn___Winter
Air Gear Special,Special,1,https://myanimelist.net/anime/3791/Air_Gear_Special
Another: The Other - Inga,OVA,1,https://myanimelist.net/anime/11701/Another__The_Other_-_Inga
Blend S,TV,12,https://myanimelist.net/anime/34618/Blend_S
Chuunibyou demo Koi ga Shitai! Lite,ONA,6,https://myanimelist.net/anime/15687/Chuunibyou_demo_Koi_ga_Shitai_Lite
Cyborg 009 (1979),TV,50,https://myanimelist.net/anime/4690/Cyborg_009_1979
Digimon Adventure 02: Diablomon no Gyakushuu,Movie,1,https://myanimelist.net/anime/2398/Digimon_Adventure_02__Diablomon_no_Gyakushuu
Doraemon Movie 19: Nobita no Nankai Daibouken,Movie,1,https://myanimelist.net/anime/2664/Doraemon_Movie_19__Nobita_no_Nankai_Daibouken
Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,Movie,1,https://myanimelist.net/anime/11053/Doraemon_Movie_32__Nobita_to_Kiseki_no_Shima_-_Animal_Adventure
Doraemon Movie 42: Nobita to Sora no Utopia,Movie,1,https://myanimelist.net/anime/52318/Doraemon_Movie_42__Nobita_to_Sora_no_Utopia
Fullmetal Alchemist: The Sacred Star of Milos,Movie,1,https://myanimelist.net/anime/9135/Fullmetal_Alchemist__The_Sacred_Star_of_Milos
Futari wa Precure: Splash☆Star,TV,49,https://myanimelist.net/anime/1534/Futari_wa_Precure__Splash☆Star
Goblin Slayer: Goblin's Crown,Movie,1,https://myanimelist.net/anime/39576/Goblin_Slayer__Goblins_Crown
Gun x Sword,TV,26,https://myanimelist.net/anime/411/Gun_x_Sword
Hanamaru Youchien,TV,12,https://myanimelist.net/anime/6574/Hanamaru_Youchien
Hanhua Riji,ONA,12,https://myanimelist.net/anime/39676/Hanhua_Riji
Heisei Inu Monogatari Bow,TV,40,https://myanimelist.net/anime/2749/Heisei_Inu_Monogatari_Bow
Hetalia Axis Powers,ONA,52,https://myanimelist.net/anime/5060/Hetalia_Axis_Powers
"Ijiranaide, Nagatoro-san",TV,12,https://myanimelist.net/anime/42361/Ijiranaide_Nagatoro-san
Imouto sae Ireba Ii.,TV,12,https://myanimelist.net/anime/35413/Imouto_sae_Ireba_Ii
Inazuma Eleven Go: Chrono Stone,TV,51,https://myanimelist.net/anime/13261/Inazuma_Eleven_Go__Chrono_Stone
Jiang Ziya,Movie,1,https://myanimelist.net/anime/42106/Jiang_Ziya
Shinpi no Sekai El-Hazard,OVA,7,https://myanimelist.net/anime/117/Shinpi_no_Sekai_El-Hazard
Slayers: The Motion Picture,Movie,1,https://myanimelist.net/anime/536/Slayers__The_Motion_Picture
Soukyuu no Fafner: Dead Aggressor,TV,25,https://myanimelist.net/anime/75/Soukyuu_no_Fafner__Dead_Aggressor
Soukyuu no Fafner: Dead Aggressor - The Beyond,Movie,3,https://myanimelist.net/anime/34649/Soukyuu_no_Fafner__Dead_Aggressor_-_The_Beyond
"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.",Special,1,https://myanimelist.net/anime/32174/The_iDOLMSTER_Cinderella_Girls__Anytime_Anywhere_with_Cinderella
Tsuki ga Kirei Special,Special,1,https://myanimelist.net/anime/36539/Tsuki_ga_Kirei_Special
Utawarerumono: Itsuwari no Kamen,TV,25,https://myanimelist.net/anime/30901/Utawarerumono__Itsuwari_no_Kamen
Yuu☆Yuu☆Hakusho: Eizou Hakusho II,OVA,4,https://myanimelist.net/anime/2126/Yuu☆Yuu☆Hakusho__Eizou_Hakusho_II
Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,Movie,1,https://myanimelist.net/anime/2408/Keroro_Gunsou_Movie_2__Shinkai_no_Princess_de_Arimasu
Kidou Tenshi Angelic Layer,TV,26,https://myanimelist.net/anime/52/Kidou_Tenshi_Angelic_Layer
Kimi no Hikari: Asagao to Kase-san.,OVA,1,https://myanimelist.net/anime/35159/Kimi_no_Hikari__Asagao_to_Kase-san
Konjiki no Gash Bell!!: 101-banme no Mamono,Movie,1,https://myanimelist.net/anime/844/Konjiki_no_Gash_Bell__101-banme_no_Mamono
Kowarekake no Orgel (Movie),Movie,1,https://myanimelist.net/anime/10918/Kowarekake_no_Orgel_Movie
Kyojin no Hoshi,TV,182,https://myanimelist.net/anime/5834/Kyojin_no_Hoshi
Kyouran Kazoku Nikki,TV,26,https://myanimelist.net/anime/3577/Kyouran_Kazoku_Nikki
Lian Qi Shi Wan Nian,ONA,160,https://myanimelist.net/anime/54437/Lian_Qi_Shi_Wan_Nian
Ling Long: Incarnation Part 2,ONA,6,https://myanimelist.net/anime/42290/Ling_Long__Incarnation_Part_2
Mahoutsukai no Yome Recap,Special,1,https://myanimelist.net/anime/37031/Mahoutsukai_no_Yome_Recap
Maria-sama ga Miteru: Haru Specials,Special,6,https://myanimelist.net/anime/3469/Maria-sama_ga_Miteru__Haru_Specials
Mary to Majo no Hana,Movie,1,https://myanimelist.net/anime/34541/Mary_to_Majo_no_Hana
Moonlight Mile 2nd Season: Touch Down,TV,14,https://myanimelist.net/anime/2929/Moonlight_Mile_2nd_Season__Touch_Down
Natsuyuki Rendezvous,TV,11,https://myanimelist.net/anime/13585/Natsuyuki_Rendezvous
Nerima Daikon Brothers,TV,12,https://myanimelist.net/anime/1655/Nerima_Daikon_Brothers
"Omoi, Omoware, Furi, Furare",Movie,1,https://myanimelist.net/anime/39753/Omoi_Omoware_Furi_Furare
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,TV,12,https://myanimelist.net/anime/42282/Otome_Game_no_Hametsu_Flag_shika_Nai_Akuyaku_Reijou_ni_Tensei_shiteshimatta_X
Patalliro!,TV,49,https://myanimelist.net/anime/2835/Patalliro
Persona 4 the Animation: The Factor of Hope,Movie,1,https://myanimelist.net/anime/14267/Persona_4_the_Animation__The_Factor_of_Hope
Phi Brain: Kami no Puzzle - Orpheus Order-hen,TV,25,https://myanimelist.net/anime/12753/Phi_Brain__Kami_no_Puzzle_-_Orpheus_Order-hen
Potemayo Specials,Special,6,https://myanimelist.net/anime/3292/Potemayo_Specials
RideBack,TV,12,https://myanimelist.net/anime/4618/RideBack
Sabage-bu! Specials,Special,6,https://myanimelist.net/anime/25647/Sabage-bu_Specials
Sei Juushi Bismarck,TV,51,https://myanimelist.net/anime/2361/Sei_Juushi_Bismarck
Selection Project,TV,13,https://myanimelist.net/anime/44275/Selection_Project
Senjou no Valkyria 3: Tagatame no Juusou,OVA,2,https://myanimelist.net/anime/9793/Senjou_no_Valkyria_3__Tagatame_no_Juusou
Shen Lan Qi Yu Wushuang Zhu: Tianmo Pian,ONA,15,https://myanimelist.net/anime/55740/Shen_Lan_Qi_Yu_Wushuang_Zhu__Tianmo_Pian
Shikabane Hime: Kuro,TV,12,https://myanimelist.net/anime/5034/Shikabane_Hime__Kuro
Kaitou Joker 2nd Season,TV,13,https://myanimelist.net/anime/28869/Kaitou_Joker_2nd_Season
Kakumeiki Valvrave 2nd Season,TV,12,https://myanimelist.net/anime/18295/Kakumeiki_Valvrave_2nd_Season
Kao Ni La Zhanshen Xitong,ONA,16,https://myanimelist.net/anime/52178/Kao_Ni_La_Zhanshen_Xitong
Kazemakase Tsukikage Ran,TV,13,https://myanimelist.net/anime/606/Kazemakase_Tsukikage_Ran
Kidou Senshi Gundam Thunderbolt: Bandit Flower,Movie,1,https://myanimelist.net/anime/35949/Kidou_Senshi_Gundam_Thunderbolt__Bandit_Flower
Kyoro-chan,TV,91,https://myanimelist.net/anime/4375/Kyoro-chan
Lupin III: Honoo no Kioku - Tokyo Crisis,Special,1,https://myanimelist.net/anime/1437/Lupin_III__Honoo_no_Kioku_-_Tokyo_Crisis
Maria-sama ga Miteru 3rd Specials,Special,5,https://myanimelist.net/anime/2954/Maria-sama_ga_Miteru_3rd_Specials
Matantei Loki Ragnarok,TV,26,https://myanimelist.net/anime/335/Matantei_Loki_Ragnarok
MÄR,TV,102,https://myanimelist.net/anime/738/MÄR
Meitantei Conan OVA 07: Agasa-sensei no Chousenjou! Agasa vs Conan & Shounen Tanteidan,OVA,1,https://myanimelist.net/anime/2597/Meitantei_Conan_OVA_07__Agasa-sensei_no_Chousenjou_Agasa_vs_Conan___Shounen_Tanteidan
Mnemosyne: Mnemosyne no Musume-tachi,TV,6,https://myanimelist.net/anime/3342/Mnemosyne__Mnemosyne_no_Musume-tachi
Mononogatari,TV,12,https://myanimelist.net/anime/50384/Mononogatari
Musashi no Ken,TV,72,https://myanimelist.net/anime/4062/Musashi_no_Ken
Nabari no Ou,TV,26,https://myanimelist.net/anime/3655/Nabari_no_Ou
Nekketsu Saikyou Go-Saurer,TV,51,https://myanimelist.net/anime/5395/Nekketsu_Saikyou_Go-Saurer
One Piece: Adventure of Nebulandia,Special,1,https://myanimelist.net/anime/32051/One_Piece__Adventure_of_Nebulandia
Owari no Seraph: The Beginning of the End,Special,1,https://myanimelist.net/anime/31756/Owari_no_Seraph__The_Beginning_of_the_End
Papa no Iukoto wo Kikinasai!,TV,12,https://myanimelist.net/anime/11179/Papa_no_Iukoto_wo_Kikinasai
Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,Movie,1,https://myanimelist.net/anime/1302/Sayonara_Ginga_Tetsudou_999__Andromeda_Shuuchakueki
Servamp Movie: Alice in the Garden,Movie,1,https://myanimelist.net/anime/36803/Servamp_Movie__Alice_in_the_Garden
Shijou Saikyou no Deshi Kenichi Specials,Special,4,https://myanimelist.net/anime/24029/Shijou_Saikyou_no_Deshi_Kenichi_Specials
Alice to Therese no Maboroshi Koujou,Movie,1,https://myanimelist.net/anime/49303/Alice_to_Therese_no_Maboroshi_Koujou
Angel Heart,TV,50,https://myanimelist.net/anime/282/Angel_Heart
Appare-Ranman!,TV,13,https://myanimelist.net/anime/40532/Appare-Ranman
Blood Lad,TV,10,https://myanimelist.net/anime/11633/Blood_Lad
Boku dake ga Inai Machi Recaps,ONA,2,https://myanimelist.net/anime/35815/Boku_dake_ga_Inai_Machi_Recaps
Bokura ga Ita,TV,26,https://myanimelist.net/anime/1222/Bokura_ga_Ita
Doraemon Movie 17: Nobita to Ginga Express,Movie,1,https://myanimelist.net/anime/2675/Doraemon_Movie_17__Nobita_to_Ginga_Express
Dororo to Hyakkimaru,TV,26,https://myanimelist.net/anime/5760/Dororo_to_Hyakkimaru
Fuyu no Sonata,TV,26,https://myanimelist.net/anime/4189/Fuyu_no_Sonata
Gear Fighter Dendoh,TV,38,https://myanimelist.net/anime/2484/Gear_Fighter_Dendoh
Genjitsu Shugi Yuusha no Oukoku Saikenki,TV,13,https://myanimelist.net/anime/41710/Genjitsu_Shugi_Yuusha_no_Oukoku_Saikenki
Hamatora The Animation,TV,12,https://myanimelist.net/anime/20689/Hamatora_The_Animation
Hana to Alice: Satsujin Jiken,Movie,1,https://myanimelist.net/anime/27969/Hana_to_Alice__Satsujin_Jiken
Heavy Object,TV,24,https://myanimelist.net/anime/27829/Heavy_Object
IGPX: Immortal Grand Prix (2005) 2nd Season,TV,13,https://myanimelist.net/anime/1410/IGPX__Immortal_Grand_Prix_2005_2nd_Season
Jashin-chan Dropkick': Chitose-hen,Special,1,https://myanimelist.net/anime/40661/Jashin-chan_Dropkick__Chitose-hen
Slow Loop,TV,12,https://myanimelist.net/anime/45425/Slow_Loop
Super Lovers OVA,OVA,2,https://myanimelist.net/anime/33013/Super_Lovers_OVA
Tetsuwan Birdy Decode: The Cipher,OVA,1,https://myanimelist.net/anime/6380/Tetsuwan_Birdy_Decode__The_Cipher
To LOVE-Ru OVA,OVA,6,https://myanimelist.net/anime/5667/To_LOVE-Ru_OVA
Uzaki-chan wa Asobitai! Double,TV,13,https://myanimelist.net/anime/42962/Uzaki-chan_wa_Asobitai_Double
Xin Shen Bang: Nezha Chongsheng,Movie,1,https://myanimelist.net/anime/44061/Xin_Shen_Bang__Nezha_Chongsheng
Yao Shen Ji 2nd Season,ONA,40,https://myanimelist.net/anime/37164/Yao_Shen_Ji_2nd_Season
Yuan Long,ONA,16,https://myanimelist.net/anime/42284/Yuan_Long
Sidonia no Kishi Movie,Movie,1,https://myanimelist.net/anime/28495/Sidonia_no_Kishi_Movie
Slayers Revolution,TV,13,https://myanimelist.net/anime/4028/Slayers_Revolution
Sora no Otoshimono,TV,13,https://myanimelist.net/anime/5958/Sora_no_Otoshimono
Subete ga F ni Naru,TV,11,https://myanimelist.net/anime/28621/Subete_ga_F_ni_Naru
Taisou Zamurai,TV,11,https://myanimelist.net/anime/42668/Taisou_Zamurai
"Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story",TV,12,https://myanimelist.net/anime/52962/Tearmoon_Teikoku_Monogatari__Dantoudai_kara_Hajimaru_Hime_no_Tensei_Gyakuten_Story
Trinity Seven Movie 1: Eternity Library to Alchemic Girl,Movie,1,https://myanimelist.net/anime/33581/Trinity_Seven_Movie_1__Eternity_Library_to_Alchemic_Girl
Tsurune: Kazemai Koukou Kyuudou-bu - Yabai,Special,1,https://myanimelist.net/anime/38921/Tsurune__Kazemai_Koukou_Kyuudou-bu_-_Yabai
"Wake Up, Girls! Beyond the Bottom",Movie,1,https://myanimelist.net/anime/30419/Wake_Up_Girls_Beyond_the_Bottom
Witch Hunter Robin,TV,26,https://myanimelist.net/anime/7/Witch_Hunter_Robin
Yes! Precure 5,TV,49,https://myanimelist.net/anime/1932/Yes_Precure_5
Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,Special,1,https://myanimelist.net/anime/5764/Zero_no_Tsukaima__Princesses_no_Rondo_-_Yuuwaku_no_Sunahama
Kaidan Restaurant,TV,23,https://myanimelist.net/anime/6980/Kaidan_Restaurant
Kakegurui,TV,12,https://myanimelist.net/anime/34933/Kakegurui
Kidou Senshi Gundam I,Movie,1,https://myanimelist.net/anime/1090/Kidou_Senshi_Gundam_I
Kobayashi-san Chi no OO Dragon,Special,7,https://myanimelist.net/anime/35145/Kobayashi-san_Chi_no_OO_Dragon
Layton Mystery Tanteisha: Katri no Nazotoki File,TV,50,https://myanimelist.net/anime/37023/Layton_Mystery_Tanteisha__Katri_no_Nazotoki_File
Love Live! School Idol Festival All Stars,ONA,1,https://myanimelist.net/anime/40246/Love_Live_School_Idol_Festival_All_Stars
Mai-Otome Zwei,OVA,4,https://myanimelist.net/anime/1609/Mai-Otome_Zwei
Masamune-kun no Revenge R,TV,12,https://myanimelist.net/anime/51498/Masamune-kun_no_Revenge_R
Meikyuu Black Company,TV,12,https://myanimelist.net/anime/42340/Meikyuu_Black_Company
Mi Yu Xingzhe,ONA,12,https://myanimelist.net/anime/37175/Mi_Yu_Xingzhe
Mizuiro Jidai,TV,47,https://myanimelist.net/anime/1040/Mizuiro_Jidai
Moeru! Oniisan,TV,24,https://myanimelist.net/anime/6067/Moeru_Oniisan
Natsu no Arashi!,TV,13,https://myanimelist.net/anime/5597/Natsu_no_Arashi
Noblesse: Pamyeol-ui Sijak,OVA,1,https://myanimelist.net/anime/32566/Noblesse__Pamyeol-ui_Sijak
Ou Dorobou Jing in Seventh Heaven,OVA,3,https://myanimelist.net/anime/108/Ou_Dorobou_Jing_in_Seventh_Heaven
Petshop of Horrors,TV,4,https://myanimelist.net/anime/326/Petshop_of_Horrors
Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,TV,25,https://myanimelist.net/anime/15651/Phi_Brain__Kami_no_Puzzle_-_Shukuteki_Rätsel-hen
Pokemon (2019): Harukanaru Aoi Sora,Special,1,https://myanimelist.net/anime/53873/Pokemon_2019__Harukanaru_Aoi_Sora
RPG Densetsu Hepoi,TV,50,https://myanimelist.net/anime/9061/RPG_Densetsu_Hepoi
"""Bungaku Shoujo"" Memoire",OVA,3,https://myanimelist.net/anime/8481/Bungaku_Shoujo_Memoire
Aggressive Retsuko: We Wish You a Metal Christmas,ONA,1,https://myanimelist.net/anime/38815/Aggressive_Retsuko__We_Wish_You_a_Metal_Christmas
Aikatsu Friends!,TV,50,https://myanimelist.net/anime/37204/Aikatsu_Friends
Aikatsu!: Nerawareta Mahou no Aikatsu! Card,Movie,1,https://myanimelist.net/anime/32806/Aikatsu__Nerawareta_Mahou_no_Aikatsu_Card
Ajin Part 3: Shougeki,Movie,1,https://myanimelist.net/anime/30870/Ajin_Part_3__Shougeki
Amanchu!,TV,12,https://myanimelist.net/anime/31771/Amanchu
Ashita no Joe 2 (Movie),Movie,1,https://myanimelist.net/anime/2922/Ashita_no_Joe_2_Movie
Asura Cryin' 2,TV,13,https://myanimelist.net/anime/6676/Asura_Cryin_2
Break Blade,TV,12,https://myanimelist.net/anime/22433/Break_Blade
Brigadoon: Marin to Melan,TV,26,https://myanimelist.net/anime/1450/Brigadoon__Marin_to_Melan
Bubble,ONA,1,https://myanimelist.net/anime/50549/Bubble
Cuticle Tantei Inaba,TV,12,https://myanimelist.net/anime/15109/Cuticle_Tantei_Inaba
Dumbbell Nan Kilo Moteru?,TV,12,https://myanimelist.net/anime/39026/Dumbbell_Nan_Kilo_Moteru
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,TV,12,https://myanimelist.net/anime/37347/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_II
Erementar Gerad,TV,26,https://myanimelist.net/anime/1250/Erementar_Gerad
